CM,SITE,PROGRAM,AQID,MFR,EQUIPMENT_NAME,GH_SITE,PO_TYPE,STATION,GROUP,GROUP_PRIORITY,SCOPE,ALT_STATION,PARENT_ITEM,RFID_SCOPE,LINE,UPH,DEPT,CONSUMABLES,CARRY_OVER,SPARE_QTY,SPARE_RATE,MP_INTENT_QTY,QPL,LEVEL,RELEASE_QTY,CATEGORY,DISPLAY_NAME,EQUIPMENT_TYPE,ErrorMsg
HHGL,PBPH,D53G,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,Common,D53G T895 IQC-RECAL S1,0,,Per Parent Item,0,69224-01,N,FATP Packing-Line Demo ,395,,N,999,0,0,1,1,2,0,Station Peripheral,T895 IQC-RECAL S1,Buy,
HHGL,PBPH,D53G,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,Common,D53G T895 IQC-RECAL S2,0,,Per Parent Item,0,69224-01,N,FATP Packing-Line Demo ,395,,N,999,0,0,1,1,2,0,Station Peripheral,T895 IQC-RECAL S2,Buy,
HHGL,PBPH,D53G,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,Common,D53G T895 IQC-RECAL S4 OTA TEST,0,,Per Parent Item,0,69224-01,N,FATP Packing-Line Demo ,395,,N,999,0,0,1,1,2,0,Station Peripheral,T895 IQC-RECAL S4 OTA TEST,Buy,
HHGL,PBPH,D53G,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,Common,D53G T895 IQC-RECAL SWDL,0,,Per Parent Item,0,69224-01,N,FATP Packing-Line Demo ,395,,N,999,0,0,1,1,2,0,Station Peripheral,T895 IQC-RECAL SWDL,Buy,
HHGL,PBPH,D53G,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,Common,D53G FATP-MAIN-SGT-FF-GES,0,3-1,Per Parent Item,0,21581-01,N,FATP Packing-Line Demo ,790,,N,999,0,0,1,1,2,0,Station Peripheral,FATP-MAIN-SGT-FF-GES,Buy,
HHGL,PBPH,D53G,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,Common,D53G T265 IQC-RECAL DFU,0,,Per Station,0,,N,FATP Packing-Line Demo ,790,,N,999,0,0,1,0,1,0,Station Peripheral,T265 IQC-RECAL DFU,Buy,
HHGL,PBPH,D53G,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,Common,D53G T265 IQC-RECAL QT1,0,,Per Station,0,,N,FATP Packing-Line Demo ,790,,N,999,0,0,1,0,1,0,Station Peripheral,T265 IQC-RECAL QT1,Buy,
HHGL,PBPH,D53G,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,Common,D53G T265 IQC-RECAL STATION1,0,,Per Station,0,,N,FATP Packing-Line Demo ,790,,N,999,0,0,1,0,1,0,Station Peripheral,T265 IQC-RECAL STATION1,Buy,
HHGL,PBPH,D53G,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,Common,D53G T265 IQC-RECAL STATION2,0,,Per Station,0,,N,FATP Packing-Line Demo ,790,,N,999,0,0,1,0,1,0,Station Peripheral,T265 IQC-RECAL STATION2,Buy,
HHGL,PBPH,D53G,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,Common,D53G T265 IQC-RECAL SWDL,0,,Per Station,0,,N,FATP Packing-Line Demo ,790,,N,999,0,0,1,0,1,0,Station Peripheral,T265 IQC-RECAL SWDL,Buy,
HHGL,PBPH,D53G,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,Common,D53G T536 IQC-RECAL DFU,0,,Per Station,0,,N,FATP Packing-Line Demo ,790,,N,999,0,0,1,0,1,0,Station Peripheral,T536 IQC-RECAL DFU,Buy,
HHGL,PBPH,D53G,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,Common,D53G T536 IQC-RECAL S1,0,,Per Station,0,,N,FATP Packing-Line Demo ,790,,N,999,0,0,1,0,1,0,Station Peripheral,T536 IQC-RECAL S1,Buy,
HHGL,PBPH,D53G,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,Common,D53G T536 IQC-RECAL S1P5,0,,Per Station,0,,N,FATP Packing-Line Demo ,790,,N,999,0,0,1,0,1,0,Station Peripheral,T536 IQC-RECAL S1P5,Buy,
HHGL,PBPH,D53G,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,Common,D53G T536 IQC-RECAL S2,0,,Per Station,0,,N,FATP Packing-Line Demo ,790,,N,999,0,0,1,0,1,0,Station Peripheral,T536 IQC-RECAL S2,Buy,
HHGL,PBPH,D53G,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,Common,D53G T536 IQC-RECAL S3,0,,Per Station,0,,N,FATP Packing-Line Demo ,790,,N,999,0,0,1,0,1,0,Station Peripheral,T536 IQC-RECAL S3,Buy,
HHGL,PBPH,D53G,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,Common,D53G T536 IQC-RECAL S4,0,,Per Station,0,,N,FATP Packing-Line Demo ,790,,N,999,0,0,1,0,1,0,Station Peripheral,T536 IQC-RECAL S4,Buy,
HHGL,PBPH,D53G,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,Common,D53G T536 IQC-RECAL S7,0,,Per Station,0,,N,FATP Packing-Line Demo ,790,,N,999,0,0,1,0,1,0,Station Peripheral,T536 IQC-RECAL S7,Buy,
HHGL,PBPH,D53G,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,Common,D53G T536 IQC-RECAL SWDL,0,,Per Station,0,,N,FATP Packing-Line Demo ,790,,N,999,0,0,1,0,1,0,Station Peripheral,T536 IQC-RECAL SWDL,Buy,
HHGL,PBPH,D53G,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,Common,D53G T625  IQC-RECAL   DFU,0,,Per Parent Item,0,58786-01,N,FATP Packing-Line Demo ,790,,N,999,0,0,1,0,2,0,Station Peripheral,T625  IQC-RECAL   DFU,Buy,
HHGL,PBPH,D53G,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,Common,D53G T625 IQC-RECAL QT2,0,,Per Parent Item,0,58786-01,N,FATP Packing-Line Demo ,790,,N,999,0,0,1,0,2,0,Station Peripheral,T625 IQC-RECAL QT2,Buy,
HHGL,PBPH,D53G,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,Common,D53G T625 IQC-RECAL S1,0,,Per Parent Item,0,58786-01,N,FATP Packing-Line Demo ,790,,N,999,0,0,1,0,2,0,Station Peripheral,T625 IQC-RECAL S1,Buy,
HHGL,PBPH,D53G,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,Common,D53G T625 IQC-RECAL S2,0,,Per Parent Item,0,58786-01,N,FATP Packing-Line Demo ,790,,N,999,0,0,1,0,2,0,Station Peripheral,T625 IQC-RECAL S2,Buy,
HHGL,PBPH,D53G,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,Common,D53G T625 IQC-RECAL S3,0,,Per Parent Item,0,58786-01,N,FATP Packing-Line Demo ,790,,N,999,0,0,1,0,2,0,Station Peripheral,T625 IQC-RECAL S3,Buy,
HHGL,PBPH,D53G,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,Common,D53G T625 IQC-RECAL S4,0,,Per Parent Item,0,58786-01,N,FATP Packing-Line Demo ,790,,N,999,0,0,1,0,2,0,Station Peripheral,T625 IQC-RECAL S4,Buy,
HHGL,PBPH,D53G,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,Common,D53G T625 IQC-RECAL S5,0,,Per Parent Item,0,58786-01,N,FATP Packing-Line Demo ,790,,N,999,0,0,1,0,2,0,Station Peripheral,T625 IQC-RECAL S5,Buy,
HHGL,PBPH,D53G,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,Common,D53G T625 IQC-RECAL SWDL,0,,Per Parent Item,0,58786-01,N,FATP Packing-Line Demo ,790,,N,999,0,0,1,0,2,0,Station Peripheral,T625 IQC-RECAL SWDL,Buy,
HHGL,PBPH,D53G,00115-01,Foxlink,"CABLE,MDP TO VGA,FOXLINK",iPhone_FXGL,Common,D53G T877 IQC-RECAL F1 FATP DFU1,0,,Per Station,0,,N,FATP Packing-Line Demo ,790,,N,999,0,0,1,0,1,0,Cable/Adapter,T877 IQC-RECAL F1 FATP DFU1,Buy,
HHGL,PBPH,D53G,00115-01,Foxlink,"CABLE,MDP TO VGA,FOXLINK",iPhone_FXGL,Common,D53G T877 IQC-RECAL F3 NF CAL,0,,Per Station,0,,N,FATP Packing-Line Demo ,790,,N,999,0,0,1,0,1,0,Cable/Adapter,T877 IQC-RECAL F3 NF CAL,Buy,
HHGL,PBPH,D53G,00115-01,Foxlink,"CABLE,MDP TO VGA,FOXLINK",iPhone_FXGL,Common,D53G T877 IQC-RECAL F4 NF VER,0,,Per Station,0,,N,FATP Packing-Line Demo ,790,,N,999,0,0,1,0,1,0,Cable/Adapter,T877 IQC-RECAL F4 NF VER,Buy,
HHGL,PBPH,D53G,00115-01,Foxlink,"CABLE,MDP TO VGA,FOXLINK",iPhone_FXGL,Common,D53G T877 IQC-RECAL F6 SWDL,0,,Per Station,0,,N,FATP Packing-Line Demo ,790,,N,999,0,0,1,0,1,0,Cable/Adapter,T877 IQC-RECAL F6 SWDL,Buy,
HHGL,PBPH,D53G,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,Common,D53G T895 IQC-RECAL RECAL DFU,0,,Per Parent Item,0,69224-01,N,FATP Packing-Line Demo ,790,,N,999,0,0,1,0,2,0,Station Peripheral,T895 IQC-RECAL RECAL DFU,Buy,
HHGL,PBPH,D53G,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,Common,D53G T895 IQC-RECAL S1,0,,Per Parent Item,0,69224-01,N,FATP Packing-Line Demo ,790,,N,999,0,0,1,0,2,0,Station Peripheral,T895 IQC-RECAL S1,Buy,
HHGL,PBPH,D53G,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,Common,D53G T895 IQC-RECAL S2,0,,Per Parent Item,0,69224-01,N,FATP Packing-Line Demo ,790,,N,999,0,0,1,0,2,0,Station Peripheral,T895 IQC-RECAL S2,Buy,
HHGL,PBPH,D53G,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,Common,D53G T895 IQC-RECAL S4 OTA TEST,0,,Per Parent Item,0,69224-01,N,FATP Packing-Line Demo ,790,,N,999,0,0,1,0,2,0,Station Peripheral,T895 IQC-RECAL S4 OTA TEST,Buy,
HHGL,PBPH,D53G,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,Common,D53G T895 IQC-RECAL SWDL,0,,Per Parent Item,0,69224-01,N,FATP Packing-Line Demo ,790,,N,999,0,0,1,0,2,0,Station Peripheral,T895 IQC-RECAL SWDL,Buy,
HHGL,PBPH,D53G,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,Common,D53G ICHECK,5,,Per Station,0,,N,FATP Packout - Reflash 2683,400,,N,999,0,0,1,6,1,0,Station Peripheral,ICHECK,Buy,
HHGL,PBPH,D53G,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,Common,D53G SHIPPING-SETTINGS,4,,Per Station,0,,N,FATP Packout - Reflash 2683,400,,N,999,0,0,1,45,1,0,Station Peripheral,SHIPPING-SETTINGS,Buy,
HHGL,PBPH,D53G,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,Common,D53G ALS-CAL,34,,Per Station,0,,N,FATP Post-Burn 2683,395,,N,999,0,0,1,2,1,0,Station Peripheral,ALS-P,Buy,
HHGL,PBPH,D53G,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,Common,D53G CAMERA-POSTBURN,13,,Per Station,0,,N,FATP Post-Burn 2683,395,,N,999,0,0,1,14,1,0,Station Peripheral,CCB,Buy,
HHGL,PBPH,D53G,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,Common,D53G CAMERA-POSTBURN2,8,,Per Station,0,,N,FATP Post-Burn 2683,395,,N,999,0,0,1,3,1,0,Station Peripheral,F-MUST,Buy,
HHGL,PBPH,D53G,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,Common,D53G CAMERA-POSTBURN3,10,,Per Station,0,,N,FATP Post-Burn 2683,395,,N,999,0,0,1,10,1,0,Station Peripheral,MIDGARD-G,Buy,
HHGL,PBPH,D53G,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,Common,D53G CAMERA-POSTBURN4,11,,Per Station,0,,N,FATP Post-Burn 2683,395,,N,999,0,0,1,10,1,0,Station Peripheral,Depth Cal-G,Buy,
HHGL,PBPH,D53G,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,Common,D53G CAMERA-POSTBURN5,15,,Per Station,0,,N,FATP Post-Burn 2683,395,,N,999,0,0,1,5,1,0,Station Peripheral,Pearl Test 20,Buy,
HHGL,PBPH,D53G,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,Common,D53G CAMERA-POSTBURN6,14,,Per Station,0,,N,FATP Post-Burn 2683,395,,N,999,0,0,1,5,1,0,Station Peripheral,Pearl Test 60,Buy,
HHGL,PBPH,D53G,00021-01,Foxlink,"CABLE,HDMI-TO-DVI,FOXLINK",iPhone_FXGL,Common,D53G DISPLAY,37,,Per Station,0,,N,FATP Post-Burn 2683,395,,Y,999,0,0,1,2,1,0,Cable/Adapter,DVI,Buy,
HHGL,PBPH,D53G,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,Common,D53G DISPLAY,37,,Per Station,0,,N,FATP Post-Burn 2683,395,,N,999,0,0,1,2,1,0,Station Peripheral,DVI,Buy,
HHGL,PBPH,D53G,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,Common,D53G FACT,19,2-1,Per Station,0,,N,FATP Post-Burn 2683,395,,N,999,0,0,1,10,1,0,Station Peripheral,FACT21-G,Buy,
HHGL,PBPH,D53G,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,Common,D53G PE-OTA-LOG,22,,Per Station,0,,N,FATP Post-Burn 2683,395,,N,999,0,0,1,12,1,0,Station Peripheral,ARROW TOF TEST OTA,Buy,
HHGL,PBPH,D53G,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,Common,D53G RACK1,12,,Per Station,0,,N,FATP Post-Burn 2683,395,,N,999,0,0,1,33,1,0,Station Peripheral,RACK1,Buy,
HHGL,PBPH,D53G,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,Common,D53G RACK2,16,,Per Station,0,,N,FATP Post-Burn 2683,395,,N,999,0,0,1,10,1,0,Station Peripheral,RACK2,Buy,
HHGL,PBPH,D53G,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,Common,D53G RF-OTA-10,32,,Per Station,0,,N,FATP Post-Burn 2683,395,,N,999,0,0,1,13,1,0,Station Peripheral,MARS CAL,Buy,
HHGL,PBPH,D53G,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,Common,D53G RF-OTA-2,0,,Per Station,0,,N,FATP Post-Burn 2683,395,,N,999,0,0,1,9,1,0,Station Peripheral,MARS-FEATHER BG,Buy,
HHGL,PBPH,D53G,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,Common,D53G RF-OTA-3,23,,Per Station,0,,N,FATP Post-Burn 2683,395,,N,999,0,0,1,8,1,0,Station Peripheral,MARS-Feather CG,Buy,
HHGL,PBPH,D53G,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,Common,D53G RF-OTA-4,30,,Per Station,0,,N,FATP Post-Burn 2683,395,,N,999,0,0,1,9,1,0,Station Peripheral,MARS-Feather SF,Buy,
HHGL,PBPH,D53G,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,Common,D53G S-OTA2,36,,Per Station,0,,N,FATP Post-Burn 2683,395,,N,999,0,0,1,13,1,0,Station Peripheral,SOTA COMBINED,Buy,
HHGL,PBPH,D53G,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,Common,D53G TEST56,24,,Per Station,0,,N,FATP Post-Burn 2683,395,,N,999,0,0,1,9,1,0,Station Peripheral,MARS TX-RX TEST,Buy,
HHGL,PBPH,D53G,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,Common,D53G VIBRATOR,21,,Per Station,0,,N,FATP Post-Burn 2683,395,,N,999,0,0,1,5,1,0,Station Peripheral,VIBRATOR,Buy,
HHGL,PBPH,D53G,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,Common,D53G WIFI-BT-OTA,29,,Per Station,0,,N,FATP Post-Burn 2683,395,,N,999,0,0,1,9,1,0,Station Peripheral,OMNIA SYSTEM,Buy,
HHGL,PBPH,D53G,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,Common,D53G ALS-CAL,34,,Per Station,0,,N,FATP Post-Burn 2683,790,,N,999,0,0,1,2,1,0,Station Peripheral,ALS-P,Buy,
HHGL,PBPH,D53G,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,Common,D53G CAMERA-POSTBURN,13,,Per Station,0,,N,FATP Post-Burn 2683,790,,N,999,0,0,1,28,1,0,Station Peripheral,CCB,Buy,
HHGL,PBPH,D53G,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,Common,D53G CAMERA-POSTBURN2,8,,Per Station,0,,N,FATP Post-Burn 2683,790,,N,999,0,0,1,6,1,0,Station Peripheral,F-MUST,Buy,
HHGL,PBPH,D53G,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,Common,D53G CAMERA-POSTBURN3,10,,Per Station,0,,N,FATP Post-Burn 2683,790,,N,999,0,0,1,19,1,0,Station Peripheral,MIDGARD-G,Buy,
HHGL,PBPH,D53G,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,Common,D53G CAMERA-POSTBURN4,11,,Per Station,0,,N,FATP Post-Burn 2683,790,,N,999,0,0,1,19,1,0,Station Peripheral,Depth Cal-G,Buy,
HHGL,PBPH,D53G,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,Common,D53G CAMERA-POSTBURN5,15,,Per Station,0,,N,FATP Post-Burn 2683,790,,N,999,0,0,1,9,1,0,Station Peripheral,Pearl Test 20,Buy,
HHGL,PBPH,D53G,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,Common,D53G CAMERA-POSTBURN6,14,,Per Station,0,,N,FATP Post-Burn 2683,790,,N,999,0,0,1,9,1,0,Station Peripheral,Pearl Test 60,Buy,
HHGL,PBPH,D53G,00021-01,Foxlink,"CABLE,HDMI-TO-DVI,FOXLINK",iPhone_FXGL,Common,D53G DISPLAY,37,,Per Station,0,,N,FATP Post-Burn 2683,790,,Y,999,0,0,1,4,1,0,Cable/Adapter,DVI,Buy,
HHGL,PBPH,D53G,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,Common,D53G DISPLAY,37,,Per Station,0,,N,FATP Post-Burn 2683,790,,N,999,0,0,1,4,1,0,Station Peripheral,DVI,Buy,
HHGL,PBPH,D53G,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,Common,D53G FACT,19,2-1,Per Station,0,,N,FATP Post-Burn 2683,790,,N,999,0,0,1,19,1,0,Station Peripheral,FACT21-G,Buy,
HHGL,PBPH,D53G,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,Common,D53G PE-OTA-LOG,22,,Per Station,0,,N,FATP Post-Burn 2683,790,,N,999,0,0,1,23,1,0,Station Peripheral,ARROW TOF TEST OTA,Buy,
HHGL,PBPH,D53G,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,Common,D53G RACK1,12,,Per Station,0,,N,FATP Post-Burn 2683,790,,N,999,0,0,1,66,1,0,Station Peripheral,RACK1,Buy,
HHGL,PBPH,D53G,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,Common,D53G RACK2,16,,Per Station,0,,N,FATP Post-Burn 2683,790,,N,999,0,0,1,19,1,0,Station Peripheral,RACK2,Buy,
HHGL,PBPH,D53G,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,Common,D53G RF-OTA-10,32,,Per Station,0,,N,FATP Post-Burn 2683,790,,N,999,0,0,1,26,1,0,Station Peripheral,MARS CAL,Buy,
HHGL,PBPH,D53G,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,Common,D53G RF-OTA-2,0,,Per Station,0,,N,FATP Post-Burn 2683,790,,N,999,0,0,1,18,1,0,Station Peripheral,MARS-FEATHER BG,Buy,
HHGL,PBPH,D53G,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,Common,D53G RF-OTA-3,23,,Per Station,0,,N,FATP Post-Burn 2683,790,,N,999,0,0,1,16,1,0,Station Peripheral,MARS-Feather CG,Buy,
HHGL,PBPH,D53G,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,Common,D53G RF-OTA-4,30,,Per Station,0,,N,FATP Post-Burn 2683,790,,N,999,0,0,1,18,1,0,Station Peripheral,MARS-Feather SF,Buy,
HHGL,PBPH,D53G,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,Common,D53G S-OTA2,36,,Per Station,0,,N,FATP Post-Burn 2683,790,,N,999,0,0,1,25,1,0,Station Peripheral,SOTA COMBINED,Buy,
HHGL,PBPH,D53G,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,Common,D53G TEST56,24,,Per Station,0,,N,FATP Post-Burn 2683,790,,N,999,0,0,1,18,1,0,Station Peripheral,MARS TX-RX TEST,Buy,
HHGL,PBPH,D53G,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,Common,D53G VIBRATOR,21,,Per Station,0,,N,FATP Post-Burn 2683,790,,N,999,0,0,1,10,1,0,Station Peripheral,VIBRATOR,Buy,
HHGL,PBPH,D53G,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,Common,D53G WIFI-BT-OTA,29,,Per Station,0,,N,FATP Post-Burn 2683,790,,N,999,0,0,1,18,1,0,Station Peripheral,OMNIA SYSTEM,Buy,
HHGL,PBPH,D53G,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,Common,D53G ALSAR,0,,Per Station,0,,N,FATP Post-line- ,395,,N,999,0,0,1,1,1,0,Station Peripheral,ALS Audit Cart,Buy,
HHGL,PBPH,D53G,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,Common,D53G ALSAR,0,,Per Station,0,,N,FATP Post-line- ,790,,N,999,0,0,1,1,1,0,Station Peripheral,ALS Audit Cart,Buy,
HHGL,PBPH,D53G,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,Common,D53G CG-INSTALL,27,,Per Station,100,,N,FATP Pre-burn Assembly 2683,395,,N,999,0,0,1,5,1,0,Station Peripheral,CG-INSTALL,Buy,
HHGL,PBPH,D53G,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,Common,D53G FATP-MAIN-AAA-JUSTECH,22,99-1,Per Parent Item,0,21581-01,N,FATP Pre-burn Assembly 2683,395,,N,999,0,0,1,4,2,0,Station Peripheral,FATP-MAIN-AAA-JUSTECH,Buy,
HHGL,PBPH,D53G,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,Common,D53G FATP-MAIN-B3I-JUSTECH,14,99-1,Per Parent Item,100,21581-01,N,FATP Pre-burn Assembly 2683,395,,N,999,0,0,1,3,2,0,Station Peripheral,FATP-MAIN-B3i-JUSTECH,Buy,
HHGL,PBPH,D53G,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,Common,D53G FATP-MAIN-B3I-SECOTE,14,99-1,Per Parent Item,200,21581-01,N,FATP Pre-burn Assembly 2683,395,,N,999,0,0,1,3,2,0,Station Peripheral,FATP-MAIN-B3i-SECOTE,Buy,
HHGL,PBPH,D53G,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,Common,D53G FATP-MAIN-CGS-JOT,30,99-1,Per Parent Item,100,21581-01,N,FATP Pre-burn Assembly 2683,395,,N,999,0,0,1,4,2,0,Station Peripheral,FATP-MAIN-CGS-JOT,Buy,
HHGL,PBPH,D53G,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,Common,D53G FATP-MAIN-CGS-JUSTECH,30,99-1,Per Parent Item,200,21581-01,N,FATP Pre-burn Assembly 2683,395,,N,999,0,0,1,4,2,0,Station Peripheral,FATP-MAIN-CGS-JUSTECH,Buy,
HHGL,PBPH,D53G,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,Common,D53G FATP-MAIN-HDP-JUSTECH,21,99-1,Per Parent Item,100,21581-01,N,FATP Pre-burn Assembly 2683,395,,N,999,0,0,1,3,2,0,Station Peripheral,FATP-MAIN-HDP-JUSTECH,Buy,
HHGL,PBPH,D53G,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,Common,D53G FATP-MAIN-HDP-SAEJONG,21,99-1,Per Parent Item,200,21581-01,N,FATP Pre-burn Assembly 2683,395,,N,999,0,0,1,3,2,0,Station Peripheral,FATP-MAIN-HDP-SAEJONG,Buy,
HHGL,PBPH,D53G,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,Common,D53G FATP-MAIN-RCAM-AMPHENOL,8,99-1,Per Parent Item,100,21581-01,N,FATP Pre-burn Assembly 2683,395,,N,999,0,0,1,4,2,0,Station Peripheral,FATP-MAIN-RCAM-AMPHENOL,Buy,
