CM,SITE,PROGRAM,AQID,MFR,EQUIPMENT_NAME,GH_SITE,PO_TYPE,STATION,GROUP,GROUP_PRIORITY,SCOPE,ALT_STATION,PARENT_ITEM,RFID_SCOPE,LINE,UPH,DEPT,CONSUMABLES,CARRY_OVER,SPARE_QTY,SPARE_RATE,MP_INTENT_QTY,QPL,LEVEL,RELEASE_QTY,CATEGORY,DISPLAY_NAME,EQUIPMENT_TYPE,ErrorMsg
HHGL,PBPH,D11,01426-01,Foxlink,"ADAPTER,USB,5W,A61",iPhone_FXGL,Reimburse,D11 FAE OFFLINE TFB,0,,Per Site,0,,Y,MLB FAE Offline ,0,,N,6,0,0,10,10,1,0,Cable/Adapter,,Buy,
HHGL,PBPH,D11,01426-01,Foxlink,"ADAPTER,USB,5W,A61",iPhone_FXGL,Reimburse,D11 FAS OFFLINE CRB AP,0,,Per Station,0,,Y,MLB FAS Offline ,0,,N,6,0,0,1,10,1,0,Cable/Adapter,,Buy,
HHGL,PBPH,D11,01426-01,Foxlink,"ADAPTER,USB,5W,A61",iPhone_FXGL,Reimburse,D11 FAS OFFLINE CRB RF,0,,Per Station,0,,N,MLB FAS Offline ,0,,N,999,0,0,1,5,1,0,Cable/Adapter,,Buy,
HHGL,PBPH,D17,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D17 SA-FLEX3,12,,Per Station,3,,N,CSA Cyclone flex-UIC 2683,1298,,N,999,0,0,1,4,1,0,Station Peripheral,Cyclone-LBF HB,Buy,
HHGL,PBPH,D17,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D17 SA-FLEX2,0,,Per Station,0,,N,CSA Ringer Switch-Auto 2683,1176,,N,999,0,0,1,0,1,0,Station Peripheral,Button-Ringer Flex,Buy,
HHGL,PBPH,D17,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D17 SA-FLEX2,0,,Per Station,0,,N,CSA Ringer Switch-Manual 2683,1200,,N,999,0,0,1,0,1,0,Station Peripheral,Button-Ringer Flex,Buy,
HHGL,PBPH,D17,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D17 AXI-DOOSRA,1,,Per Station,1,,N,FATP Burn-in 2683,395,,N,999,0,0,1,1,1,0,Station Peripheral,AXI,Buy,
HHGL,PBPH,D17,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D17 AXI-GOOGLY,1,,Per Station,2,,N,FATP Burn-in 2683,395,,N,999,0,0,1,1,1,0,Station Peripheral,AXI,Buy,
HHGL,PBPH,D17,36620-01,Foxlink,"CABLE,B291,USB-C LIGHTNING,1M,FOXLINK",iPhone_FXGL,,D17 BURNIN,0,2-4,Per Station,0,,N,FATP Burn-in 2683,395,,Y,999,0,0,252,3780,1,0,Cable/Adapter,Burnin,Buy,
HHGL,PBPH,D17,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D17 LOG-COLLECTION,0,,Per Station,0,,N,FATP Burn-in 2683,395,,N,999,0,0,6,12,1,0,Station Peripheral,Log-Collection,Buy,
HHGL,PBPH,D17,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D17 RGBW,0,,Per Station,0,,N,FATP Burn-in 2683,395,,N,999,0,0,1,4,1,0,Station Peripheral,RGBW,Buy,
HHGL,PBPH,D17,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D17 AXI-DOOSRA,1,,Per Station,1,,N,FATP Burn-in 2683,790,,N,999,0,0,1,1,1,0,Station Peripheral,AXI,Buy,
HHGL,PBPH,D17,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D17 AXI-GOOGLY,1,,Per Station,2,,N,FATP Burn-in 2683,790,,N,999,0,0,1,1,1,0,Station Peripheral,AXI,Buy,
HHGL,PBPH,D17,36620-01,Foxlink,"CABLE,B291,USB-C LIGHTNING,1M,FOXLINK",iPhone_FXGL,,D17 BURNIN,0,2-4,Per Station,0,,N,FATP Burn-in 2683,790,,Y,999,0,0,252,7560,1,0,Cable/Adapter,Burnin,Buy,
HHGL,PBPH,D17,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D17 LOG-COLLECTION,0,,Per Station,0,,N,FATP Burn-in 2683,790,,N,999,0,0,6,24,1,0,Station Peripheral,Log-Collection,Buy,
HHGL,PBPH,D17,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D17 RGBW,0,,Per Station,0,,N,FATP Burn-in 2683,790,,N,999,0,0,1,8,1,0,Station Peripheral,RGBW,Buy,
HHGL,PBPH,D17,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D17 CG-SENSOR,0,,Per Station,0,,N,FATP CG 2683,435,,N,999,0,0,1,2,1,0,Station Peripheral,CG-Sensor,Buy,
HHGL,PBPH,D17,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D17 SA-FACT2,0,,Per Station,0,,N,FATP HSG 2683,395,,N,999,0,0,1,6,1,0,Station Peripheral,SA-FACT2,Buy,
HHGL,PBPH,D17,00115-01,Foxlink,"CABLE,MDP TO VGA,FOXLINK",iPhone_FXGL,,D17 IQC-BANFF-RX,0,,Per Station,0,,N,FATP IQC ,80,,N,999,0,0,1,1,1,0,Cable/Adapter,Banff-Rx Test,Buy,
HHGL,PBPH,D17,00115-01,Foxlink,"CABLE,MDP TO VGA,FOXLINK",iPhone_FXGL,,D17 IQC-BANFF-TX,0,,Per Station,0,,N,FATP IQC ,80,,N,999,0,0,1,2,1,0,Cable/Adapter,Banff-Tx Test,Buy,
HHGL,PBPH,D17,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D17 IQC-CAT,0,,Per Station,0,,N,FATP IQC ,80,,N,999,0,0,1,2,1,0,Station Peripheral,Prox,Buy,
HHGL,PBPH,D17,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D17 IQC-DEV4,0,,Per Station,0,,N,FATP IQC ,80,,N,999,0,0,1,2,1,0,Station Peripheral,Dock Leak,Buy,
HHGL,PBPH,D17,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D17 IQC-FLEX1,0,,Per Station,0,,N,FATP IQC ,80,,N,999,0,0,1,1,1,0,Station Peripheral,LED Function,Buy,
HHGL,PBPH,D17,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D17 IQC-FLEX4,0,,Per Station,0,,N,FATP IQC ,80,,N,999,0,0,1,2,1,0,Station Peripheral,Compass,Buy,
HHGL,PBPH,D17,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D17 IQC-FLEX5,0,,Per Station,0,,N,FATP IQC ,80,,N,999,0,0,1,1,1,0,Station Peripheral,P-Sensor,Buy,
HHGL,PBPH,D17,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D17 IQC-LAT-FLEX,0,,Per Station,0,,N,FATP IQC ,80,,N,999,0,0,1,2,1,0,Station Peripheral,DOCK FLEX ANTENNA,Buy,
HHGL,PBPH,D17,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D17 IQC-RCV LEAK ONLINE,0,,Per Station,0,,N,FATP IQC ,80,,N,999,0,0,1,1,1,0,Station Peripheral,IQC-RCV LEAK ONLINE,Buy,
HHGL,PBPH,D17,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D17 IQC-SENSOR,0,,Per Station,0,,N,FATP IQC ,80,,N,999,0,0,1,1,1,0,Station Peripheral,ALS Test,Buy,
HHGL,PBPH,D17,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D17 IQC-SIM-TRAY,0,,Per Station,0,,N,FATP IQC ,80,,N,999,0,0,1,2,1,0,Station Peripheral,IQC-SIM-TRAY,Buy,
HHGL,PBPH,D17,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D17 IQC-SPK LEAK ONLINE,0,,Per Station,0,,N,FATP IQC ,80,,N,999,0,0,1,1,1,0,Station Peripheral,IQC-SPK LEAK ONLINE,Buy,
HHGL,PBPH,D17,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D17 IQC-SPK1,0,,Per Station,0,,N,FATP IQC ,80,,N,999,0,0,1,3,1,0,Station Peripheral,Receiver Baffle,Buy,
HHGL,PBPH,D17,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D17 IQC-SPK2,0,,Per Station,0,,N,FATP IQC ,80,,N,999,0,0,1,3,1,0,Station Peripheral,Receiver Coupler,Buy,
HHGL,PBPH,D17,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D17 IQC-SPK4,0,,Per Station,0,,N,FATP IQC ,80,,N,999,0,0,1,1,1,0,Station Peripheral,Receiver Leak,Buy,
HHGL,PBPH,D17,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D17 IQC-SPK5,0,,Per Station,0,,N,FATP IQC ,80,,N,999,0,0,1,3,1,0,Station Peripheral,Speaker Function,Buy,
HHGL,PBPH,D17,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D17 IQC-SPK6,0,,Per Station,0,,N,FATP IQC ,80,,N,999,0,0,1,1,1,0,Station Peripheral,Speaker Leak,Buy,
HHGL,PBPH,D17,00115-01,Foxlink,"CABLE,MDP TO VGA,FOXLINK",iPhone_FXGL,,D17 IQC-TAP-TEST,0,,Per Station,0,,N,FATP IQC ,80,,N,999,0,0,1,6,1,0,Cable/Adapter,TRAP4,Buy,
HHGL,PBPH,D17,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D17 TEST12,0,,Per Station,0,,N,FATP IQC ,80,,N,999,0,0,1,1,1,0,Station Peripheral,IQC Batt Func,Buy,
HHGL,PBPH,D17,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D17 PROJECTOR-OQC,0,,Per Station,0,,N,FATP OQC Area ,359,,N,999,0,0,1,1,1,0,Station Peripheral,ABT-PEARL,Buy,
HHGL,PBPH,D17,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D17 QT-MODE,0,,Per Station,0,,N,FATP OQC Area ,359,,N,999,0,0,1,1,1,0,Station Peripheral,QT-MODE,Buy,
HHGL,PBPH,D17,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D17 SHIPPING-SETTINGS-ONLINE OQC,0,,Per Station,0,,N,FATP OQC Area ,359,,N,999,0,0,6,6,1,0,Station Peripheral,SHIPPING-SETTINGS-ONLINE OQC,Buy,
HHGL,PBPH,D17,10344-01,Foxlink,USB-C TO USB ADAPTER (USB EU DONGLE)/A120,iPhone_FXGL,,D17 SHIPPING-SETTINGS-ONLINE OQC,0,,Per Station,0,,N,FATP OQC Area ,359,,Y,999,0,0,2,2,1,0,Cable/Adapter,SHIPPING-SETTINGS-ONLINE OQC,Buy,
HHGL,PBPH,D17,21761-01,Foxlink,"CABLE,B264,USB-C LIGHTNING,1M,FOXLINK",iPhone_FXGL,,D17 SYSTEM-CHECK-FUNCTIONAL-TESTING,0,,Per Station,0,,N,FATP OQC Area ,359,,N,999,0,0,7,7,1,0,Cable/Adapter,SYSTEM-CHECK-FUNCTIONAL-TESTING,Buy,
HHGL,PBPH,D17,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D17 WIFI-DL-UL-OQC,0,,Per Station,0,,N,FATP OQC Area ,359,,N,999,0,0,1,0,1,0,Station Peripheral,WIFI-DL-UL-OQC,Buy,
HHGL,PBPH,D17,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D17 ACTIVATION-OQC,0,,Per Station,0,,N,FATP OQC Lab ,395,,N,999,0,0,1,1,1,0,Station Peripheral,ACTIVATION-OQC,Buy,
HHGL,PBPH,D17,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D17 CONTENT-DOWNLOAD,0,,Per Station,0,,N,FATP OQC Lab ,395,,N,999,0,0,1,1,1,0,Station Peripheral,CONTENT-DOWNLOAD,Buy,
HHGL,PBPH,D17,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D17 ICHECK-OQC,0,,Per Station,0,,N,FATP OQC Lab ,395,,N,999,0,0,1,1,1,0,Station Peripheral,iCheck-OQC,Buy,
HHGL,PBPH,D17,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D17 SHIPPING-SETTINGS-OQC,0,,Per Station,0,,N,FATP OQC Lab ,395,,N,999,0,0,1,1,1,0,Station Peripheral,SHIPPING-SETTINGS-OQC,Buy,
HHGL,PBPH,D17,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D17 WIFI-DL-UL-OQC,0,,Per Station,0,,N,FATP OQC Lab ,395,,N,999,0,0,1,1,1,0,Station Peripheral,WIFI-DL-UL-OQC,Buy,
HHGL,PBPH,D17,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D17 ALS X-TALK CAL,0,,Per Station,0,,N,FATP ORT ,50,,N,999,0,0,1,1,1,0,Station Peripheral,ALS X-talk Cal,Buy,
HHGL,PBPH,D17,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D17 ALS-CAL,0,,Per Station,0,,N,FATP ORT ,50,,N,999,0,0,1,2,1,0,Station Peripheral,ALS-P,Buy,
HHGL,PBPH,D17,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D17 CAMERA-POSTBURN2,0,,Per Station,0,,N,FATP ORT ,50,,N,999,0,0,1,2,1,0,Station Peripheral,F-MUST,Buy,
HHGL,PBPH,D17,10344-01,Foxlink,USB-C TO USB ADAPTER (USB EU DONGLE)/A120,iPhone_FXGL,,D17 CAMERA-POSTBURN3,0,,Per Station,0,,N,FATP ORT ,50,,Y,999,0,0,1,3,1,0,Cable/Adapter,Midgard,Buy,
HHGL,PBPH,D17,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D17 CAMERA-POSTBURN5,0,,Per Station,0,,N,FATP ORT ,50,,N,999,0,0,1,6,1,0,Station Peripheral,Pearl Test 20cm,Buy,
HHGL,PBPH,D17,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D17 CAMERA-POSTBURN6,0,,Per Station,0,,N,FATP ORT ,50,,N,999,0,0,1,6,1,0,Station Peripheral,Pearl Test 60cm,Buy,
HHGL,PBPH,D17,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D17 COMPLIANCE5,0,,Per Station,0,,N,FATP ORT ,50,,N,999,0,0,1,2,1,0,Station Peripheral,R-COMP Alpha,Buy,
HHGL,PBPH,D17,10344-01,Foxlink,USB-C TO USB ADAPTER (USB EU DONGLE)/A120,iPhone_FXGL,,D17 COMPLIANCE5,0,2-1,Per Station,0,,N,FATP ORT ,50,,Y,999,0,0,2,4,1,0,Cable/Adapter,R-COMP Alpha,Buy,
HHGL,PBPH,D17,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D17 FACT,0,,Per Station,0,,N,FATP ORT ,50,,N,999,0,0,1,3,1,0,Station Peripheral,FACT21,Buy,
HHGL,PBPH,D17,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D17 IMU,0,4-1,Per Station,0,,N,FATP ORT ,50,,N,999,0,0,1,2,1,0,Station Peripheral,IMU,Buy,
HHGL,PBPH,D17,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D17 LOG-COLLECTION,0,,Per Station,0,,N,FATP ORT ,50,,N,999,0,0,6,12,1,0,Station Peripheral,Log-Collection,Buy,
HHGL,PBPH,D17,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D17 PE-OTA-LOG,0,,Per Parent Item,0,103461-01,N,FATP ORT ,50,,N,999,0,0,1,6,2,0,Station Peripheral,Arrow Ranging Test,Buy,
HHGL,PBPH,D17,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D17 PROX-TEST,0,,Per Station,0,,N,FATP ORT ,50,,N,999,0,0,0,0,1,0,Station Peripheral,Prox-Test,Buy,
HHGL,PBPH,D17,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D17 QT-COIL,0,,Per Station,0,,N,FATP ORT ,50,,N,999,0,0,0,0,1,0,Station Peripheral,Ironman Test Loki,Buy,
HHGL,PBPH,D17,22512-01,Foxlink,"C3+B57 US,AC ADAPTOR PLUG (DUCKHEAD)",iPhone_FXGL,,D17 QT-COIL,0,,Per Station,0,,N,FATP ORT ,50,,N,999,0,0,1,2,1,0,Cable/Adapter,Ironman Test Loki,Buy,
HHGL,PBPH,D17,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D17 QT0,0,,Per Station,0,,N,FATP ORT ,50,,N,999,0,0,1,2,1,0,Station Peripheral,QT0,Buy,
HHGL,PBPH,D17,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D17 QT1-PREBURN,0,,Per Station,0,,N,FATP ORT ,50,,N,999,0,0,0,0,1,0,Station Peripheral,QT1,Buy,
HHGL,PBPH,D17,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D17 RF-OTA-10,0,,Per Parent Item,0,103461-01,N,FATP ORT ,50,,N,999,0,0,1,6,2,0,Station Peripheral,MARS ATLAS,Buy,
HHGL,PBPH,D17,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D17 RF-OTA-5,0,,Per Parent Item,0,103461-01,N,FATP ORT ,50,,N,999,0,0,1,6,2,0,Station Peripheral,Mars TxRx Test Potato,Buy,
HHGL,PBPH,D17,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D17 RF-OTA-6,0,,Per Parent Item,0,103461-01,N,FATP ORT ,50,,N,999,0,0,1,6,2,0,Station Peripheral,Omnia OTA,Buy,
HHGL,PBPH,D17,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D17 RGBW,0,,Per Station,0,,N,FATP ORT ,50,,N,999,0,0,1,2,1,0,Station Peripheral,RGBW,Buy,
HHGL,PBPH,D17,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D17 S-OTA2,0,,Per Parent Item,0,103461-01,N,FATP ORT ,50,,N,999,0,0,1,6,2,0,Station Peripheral,SOTA Combined,Buy,
HHGL,PBPH,D17,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D17 SW-DOWNLOAD,0,,Per Station,0,,N,FATP ORT ,50,,N,999,0,0,1,6,1,0,Station Peripheral,SWDL,Buy,
HHGL,PBPH,D17,10344-01,Foxlink,USB-C TO USB ADAPTER (USB EU DONGLE)/A120,iPhone_FXGL,,D17 TEST16,0,,Per Station,0,,N,FATP ORT ,50,,Y,999,0,0,1,1,1,0,Cable/Adapter,SA-APS,Buy,
HHGL,PBPH,D17,10344-01,Foxlink,USB-C TO USB ADAPTER (USB EU DONGLE)/A120,iPhone_FXGL,,D17 TEST23,0,,Per Station,0,,N,FATP ORT ,50,,Y,999,0,0,2,2,1,0,Cable/Adapter,SA-RSSB-M,Buy,
HHGL,PBPH,D17,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D17 VIBRATOR,0,,Per Station,0,,N,FATP ORT ,50,,N,999,0,0,1,4,1,0,Station Peripheral,VENT2,Buy,
HHGL,PBPH,D17,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D17 WIFI-BT-OTA,0,,Per Parent Item,0,103461-01,N,FATP ORT ,50,,N,999,0,0,1,6,2,0,Station Peripheral,Omnia System,Buy,
HHGL,PBPH,D17,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D17 ICHECK,0,,Per Station,0,,N,FATP Pack 2683,395,,N,999,0,0,1,6,1,0,Station Peripheral,iCheck,Buy,
HHGL,PBPH,D17,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D17 SHIPPING-SETTINGS,0,,Per Station,0,,N,FATP Pack 2683,395,,N,999,0,0,1,44,1,0,Station Peripheral,Shipping-Settings,Buy,
HHGL,PBPH,D17,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D17 ICHECK,0,,Per Station,0,,N,FATP Pack 2683,790,,N,999,0,0,1,11,1,0,Station Peripheral,iCheck,Buy,
HHGL,PBPH,D17,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D17 SHIPPING-SETTINGS,0,,Per Station,0,,N,FATP Pack 2683,790,,N,999,0,0,1,87,1,0,Station Peripheral,Shipping-Settings,Buy,
HHGL,PBPH,D17,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D17 COMPLIANCE5,0,,Per Station,0,,N,FATP Packing-Line Demo ,395,,N,999,0,0,1,1,1,0,Station Peripheral,R-COMP Alpha,Buy,
HHGL,PBPH,D17,10344-01,Foxlink,USB-C TO USB ADAPTER (USB EU DONGLE)/A120,iPhone_FXGL,,D17 COMPLIANCE5,0,2-1,Per Station,0,,N,FATP Packing-Line Demo ,395,,Y,999,0,0,2,2,1,0,Cable/Adapter,R-COMP Alpha,Buy,
HHGL,PBPH,D17,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D17 ICHECK,4,,Per Station,0,,N,FATP Packout - Reflash 2683,400,,N,999,0,0,1,6,1,0,Station Peripheral,iCheck,Buy,
HHGL,PBPH,D17,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D17 SHIPPING-SETTINGS,5,,Per Station,0,,N,FATP Packout - Reflash 2683,400,,N,999,0,0,1,44,1,0,Station Peripheral,Shipping-Settings,Buy,
HHGL,PBPH,D17,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D17 A-OTA,0,,Per Parent Item,0,103461-01,N,FATP Post-Burn 2683,395,,N,999,0,0,1,9,2,0,Station Peripheral,ARROW Ranging CAL,Buy,
HHGL,PBPH,D17,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D17 ALS X-TALK CAL,0,,Per Station,0,,N,FATP Post-Burn 2683,395,,N,999,0,0,1,2,1,0,Station Peripheral,ALS X-talk Cal,Buy,
HHGL,PBPH,D17,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D17 ALS-CAL,0,,Per Station,0,,N,FATP Post-Burn 2683,395,,N,999,0,0,1,2,1,0,Station Peripheral,ALS-P,Buy,
HHGL,PBPH,D17,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D17 CAMERA-POSTBURN2,0,,Per Station,0,,N,FATP Post-Burn 2683,395,,N,999,0,0,1,3,1,0,Station Peripheral,F-MUST,Buy,
HHGL,PBPH,D17,10344-01,Foxlink,USB-C TO USB ADAPTER (USB EU DONGLE)/A120,iPhone_FXGL,,D17 CAMERA-POSTBURN3,0,,Per Station,0,,N,FATP Post-Burn 2683,395,,Y,999,0,0,1,10,1,0,Cable/Adapter,Midgard,Buy,
HHGL,PBPH,D17,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D17 CAMERA-POSTBURN5,0,,Per Station,0,,N,FATP Post-Burn 2683,395,,N,999,0,0,1,5,1,0,Station Peripheral,Pearl Test 20cm,Buy,
HHGL,PBPH,D17,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D17 CAMERA-POSTBURN6,0,,Per Station,0,,N,FATP Post-Burn 2683,395,,N,999,0,0,1,5,1,0,Station Peripheral,Pearl Test 60cm,Buy,
HHGL,PBPH,D17,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D17 COMPLIANCE5,0,,Per Station,0,,N,FATP Post-Burn 2683,395,,N,999,0,0,1,5,1,0,Station Peripheral,R-COMP Alpha,Buy,
HHGL,PBPH,D17,10344-01,Foxlink,USB-C TO USB ADAPTER (USB EU DONGLE)/A120,iPhone_FXGL,,D17 COMPLIANCE5,0,2-1,Per Station,0,,N,FATP Post-Burn 2683,395,,Y,999,0,0,2,10,1,0,Cable/Adapter,R-COMP Alpha,Buy,
HHGL,PBPH,D17,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D17 FACT,0,,Per Station,0,,N,FATP Post-Burn 2683,395,,N,999,0,0,1,9,1,0,Station Peripheral,FACT21,Buy,
HHGL,PBPH,D17,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D17 FCAM HAZE DOE,0,,Per Station,0,,N,FATP Post-Burn 2683,395,,N,999,0,0,1,1,1,0,Station Peripheral,Haze,Buy,
HHGL,PBPH,D17,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D17 PE-OTA-LOG,0,,Per Parent Item,0,103461-01,N,FATP Post-Burn 2683,395,,N,999,0,0,1,10,2,0,Station Peripheral,Arrow Ranging Test,Buy,
HHGL,PBPH,D17,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D17 RF-OTA-6,0,,Per Parent Item,0,103461-01,N,FATP Post-Burn 2683,395,,N,999,0,0,1,20,2,0,Station Peripheral,Omnia OTA,Buy,
HHGL,PBPH,D17,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D17 S-OTA2,0,,Per Parent Item,0,103461-01,N,FATP Post-Burn 2683,395,,N,999,0,0,1,13,2,0,Station Peripheral,SOTA Combined,Buy,
HHGL,PBPH,D17,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D17 VIBRATOR,0,,Per Station,0,,N,FATP Post-Burn 2683,395,,N,999,0,0,1,5,1,0,Station Peripheral,VENT2,Buy,
HHGL,PBPH,D17,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D17 WIFI-BT-OTA,0,,Per Parent Item,0,103461-01,N,FATP Post-Burn 2683,395,,N,999,0,0,1,9,2,0,Station Peripheral,Omnia System,Buy,
